Fixed_Question_Equation,Fixed_Question_Answer,Question,Fixed_Question,Question_Digits,Decimal_Question,Question_Steps,Question_Information_Irrelevance,Question_Length,Question_Length_Cateogry
x=+85-14,71,Dan had 14 peaches and 10 pears at his roadside fruit dish. He went to the orchard and picked peaches to stock up. There are now 85 peaches. How many did he pick?,Dan had 14 peaches and 10 pears at his roadside fruit dish. He went to the orchard and picked peaches to stock up. There are now 85 peaches. How many did he pick?,2,0,1,2,162,B. 100<=x<200
x=+87-41,46,Melanie has 41 books and 31 magazines in her library. She bought several books at a yard sale over the weekend. She now has 87 books in her library. How many books did she buy at the yard sale?,Melanie has 41 books and 31 magazines in her library. She bought several books at a yard sale over the weekend. She now has 87 books in her library. How many books did she buy at the yard sale?,2,0,1,2,193,B. 100<=x<200
x=+18-2,16,There were 2 red orchids and 4 white orchids in the vase. Jessica cut some red orchids from her flower garden. There are now 18 red orchids in the vase. How many red orchids did she cut?,There were 2 red orchids and 4 white orchids in the vase. Jessica cut some red orchids from her flower garden. There are now 18 red orchids in the vase. How many red orchids did she cut?,2,0,1,2,186,B. 100<=x<200
x=+75-12,63,Last week Tim had 12 dollars and Keith had 36 dollars. Tim washed cars over the weekend and now has 75 dollars. How much money did Tim make washing cars?,Last week Tim had 12 dollars and Keith had 36 dollars. Tim washed cars over the weekend and now has 75 dollars. How much money did Tim make washing cars?,2,0,1,2,153,B. 100<=x<200
x=+75-62,13,Joan found 75 seashells and 14 starfishes on the beach. She gave Tim some of her seashells. She has 62 seashell. How many seashells did she give to Tim?,Joan found 75 seashells and 14 starfishes on the beach. She gave Tim some of her seashells. She has 62 seashell. How many seashells did she give to Tim?,2,0,1,2,152,B. 100<=x<200
x=+98-32,66,There were 32 bales of hay in the barn and 26 bales in the shed. Jason stacked bales in the barn today. There are now 98 bales of hay in the barn. How many bales did he store in the barn?,There were 32 bales of hay in the barn and 26 bales in the shed. Jason stacked bales in the barn today. There are now 98 bales of hay in the barn. How many bales did he store in the barn?,2,0,1,2,187,B. 100<=x<200
x=+8-4,4,Jessica is baking a cake. The recipe calls for 8 cups of flour and 2 cups of sugar. She already put in 4 cups of flour. How many cups of flour does she need to add?,Jessica is baking a cake. The recipe calls for 8 cups of flour and 2 cups of sugar. She already put in 4 cups of flour. How many cups of flour does she need to add?,1,0,1,2,164,B. 100<=x<200
x=+3+2,5,Keith picked 3 pears and Jason picked 2 pears from the pear tree. Joan picked 5 apples from the apple tree. How many pears were picked in total?,Keith picked 3 pears and Jason picked 2 pears from the pear tree. Joan picked 5 apples from the apple tree. How many pears were picked in total?,1,0,1,2,144,B. 100<=x<200
x=+9-2,7,Sally has 9 orange balloons and 4 blue balloons. She lost 2 of the orange balloons. How many orange balloons does Sally have now?,Sally has 9 orange balloons and 4 blue balloons. She lost 2 of the orange balloons. How many orange balloons does Sally have now?,1,0,1,2,129,B. 100<=x<200
x=+8+6,14,Sandy grew 8 carrots and 7 turnips. Mary grew 6 carrots. How many carrots did they grow in all?,Sandy grew 8 carrots and 7 turnips. Mary grew 6 carrots. How many carrots did they grow in all?,1,0,1,2,95,A. x<100
x=+5+4,9,There are 5 scissors and 3 pencils in the drawer. Jason placed 4 scissors in the drawer. How many scissors are now there in total?,There are 5 scissors and 3 pencils in the drawer. Jason placed 4 scissors in the drawer. How many scissors are now there in total?,1,0,1,2,130,B. 100<=x<200
x=+8-4,4,Alyssa's cat had 8 kittens and 8 had spots. She gave 4 to her friends. How many kittens does she now have?,Alyssa's cat had 8 kittens and 8 had spots. She gave 4 to her friends. How many kittens does she now have?,1,0,1,2,106,B. 100<=x<200
x=+8-4,4,Sam had 7 pennies and 8 dimes in his bank. His sister borrowed 4 dimes. How many dimes does Sam have now?,Sam had 7 pennies and 8 dimes in his bank. His sister borrowed 4 dimes. How many dimes does Sam have now?,1,0,1,2,105,B. 100<=x<200
x=+9+2,11,A restaurant served 9 hot dogs during lunch and 2 during dinner today. It served 5 of them yesterday. How many hot dogs were served today?,A restaurant served 9 hot dogs during lunch and 2 during dinner today. It served 5 of them yesterday. How many hot dogs were served today?,1,0,1,2,138,B. 100<=x<200
x=+3+9,12,There are 3 short trees and 6 tall trees currently in the park. Park workers will plant 9 short trees today. How many short trees will the park have when the workers are finished?,There are 3 short trees and 6 tall trees currently in the park. Park workers will plant 9 short trees today. How many short trees will the park have when the workers are finished?,1,0,1,2,179,B. 100<=x<200
x=+38-18,20,Mary had 21 dimes and 38 pennies in her bank. Her dad borrowed 18 pennies from Mary. How many pennies does she have now?,Mary had 21 dimes and 38 pennies in her bank. Her dad borrowed 18 pennies from Mary. How many pennies does she have now?,2,0,1,2,120,B. 100<=x<200
x=+17+10,27,Alyssa picked 17 plums and Jason picked 10 plums. Melanie picked 35 pears. How many plums were picked in all?,Alyssa picked 17 plums and Jason picked 10 plums. Melanie picked 35 pears. How many plums were picked in all?,2,0,1,2,109,B. 100<=x<200
x=+48+29,77,There are 48 pencils and 40 scissors in the drawer. Joan placed 29 pencils in the drawer. How many pencils are now there in all?,There are 48 pencils and 40 scissors in the drawer. Joan placed 29 pencils in the drawer. How many pencils are now there in all?,2,0,1,2,128,B. 100<=x<200
x=+37+20,57,There are 37 short bushes and 30 tall trees currently in the park. Park workers will plant 20 short bushes today. How many short bushes will the park have when the workers are finished?,There are 37 short bushes and 30 tall trees currently in the park. Park workers will plant 20 short bushes today. How many short bushes will the park have when the workers are finished?,2,0,1,2,185,B. 100<=x<200
